circuit_depth,gate_count,error_tolerance,job_type,priority_level,max_wait_time,backend_name,queue,success_rate,wait_time,status,avg_error,avg_noise,ai_confidence,processor_desc,suitability
195,985,0.0092,BellState,Low,452,ibm_kingston,273,0.755,491.3,Online,0.000985,0.003578,0.897,Heron r2,0.768
111,1868,0.0317,Grover,High,341,ibm_brisbane,283,0.95,230.01,Online,0.000692,0.003106,0.728,Eagle r3,0.485
127,523,0.0407,BellState,Low,292,ibm_kingston,150,0.899,224.77,Online,0.000937,0.003867,0.839,Heron r2,0.386
23,1373,0.0403,Grover,Low,306,ibm_brisbane,352,0.882,530.01,Online,0.000711,0.003018,0.842,Eagle r3,0.334
83,494,0.0144,VQE,High,451,ibm_fez,255,0.888,474.11,Online,0.001281,0.004776,0.851,Heron r2,0.73
90,1468,0.0181,QuantumFourier,Medium,282,ibm_fez,341,0.89,514.68,Online,0.001263,0.004474,0.888,Heron r2,0.657
37,1120,0.0448,Grover,Medium,557,ibm_brisbane,88,0.855,132.14,Online,0.000723,0.002904,0.72,Eagle r3,0.332
65,205,0.0048,QAOA,Low,297,ibm_fez,229,0.884,357.33,Online,0.001281,0.004513,0.844,Heron r2,0.87
106,506,0.0045,QAOA,High,173,ibm_torino,388,0.784,507.35,Online,0.001205,0.019711,0.854,Heron r1,0.814
19,883,0.0476,QuantumFourier,Medium,393,ibm_kingston,15,0.896,17.79,Online,0.00097,0.003837,0.767,Heron r2,0.323
35,714,0.0333,Grover,Medium,446,ibm_marrakesh,316,0.769,263.78,Online,0.000932,0.003276,0.717,Heron r2,0.422
104,1392,0.0427,Grover,Low,112,ibm_fez,28,0.875,17.14,Online,0.001316,0.004645,0.783,Heron r2,0.389
27,232,0.0068,QuantumFourier,Low,367,ibm_brisbane,320,0.939,372.42,Online,0.00073,0.003132,0.902,Eagle r3,0.823
163,1601,0.0399,QAOA,Low,197,ibm_brisbane,156,0.88,125.77,Online,0.000685,0.00308,0.819,Eagle r3,0.388
148,597,0.0315,QAOA,High,421,ibm_marrakesh,397,0.788,705.98,Online,0.000966,0.003058,0.815,Heron r2,0.431
43,1159,0.0369,BellState,Low,183,ibm_brisbane,40,0.827,69.7,Online,0.000683,0.002993,0.942,Eagle r3,0.448
71,668,0.0046,QuantumFourier,High,405,ibm_torino,53,0.975,66.26,Online,0.001148,0.019586,0.833,Heron r1,0.933
141,1377,0.0484,QAOA,Low,315,ibm_torino,39,0.878,67.86,Online,0.001226,0.019858,0.939,Heron r1,0.305
37,846,0.0485,BellState,Low,567,ibm_pittsburgh,53,0.768,63.6,Online,0.000746,0.0046,0.748,Heron r3,0.272
102,1591,0.0053,QAOA,Low,244,ibm_brisbane,13,0.822,22.64,Online,0.00067,0.003065,0.872,Eagle r3,0.896
191,1289,0.0244,Grover,Low,537,ibm_kingston,97,0.837,122.06,Online,0.001019,0.003633,0.902,Heron r2,0.616
109,1827,0.0265,Grover,Medium,379,ibm_pittsburgh,182,0.804,291.79,Online,0.000746,0.004739,0.808,Heron r3,0.555
66,546,0.0407,Grover,Medium,88,ibm_torino,315,0.86,196.63,Online,0.001196,0.019999,0.755,Heron r1,0.34
47,1770,0.0498,Grover,Low,114,ibm_torino,243,0.885,392.56,Online,0.001257,0.02029,0.837,Heron r1,0.237
125,1335,0.0018,BellState,Low,297,ibm_fez,43,0.768,26.18,Online,0.001353,0.004502,0.89,Heron r2,0.937
134,1290,0.0365,QAOA,Medium,488,ibm_pittsburgh,279,0.774,193.23,Online,0.000786,0.004496,0.91,Heron r3,0.385
174,1154,0.0186,QAOA,High,427,ibm_kingston,280,0.785,440.63,Online,0.000988,0.00375,0.717,Heron r2,0.64
165,1810,0.0438,QuantumFourier,Low,180,ibm_fez,108,0.837,57.77,Online,0.001307,0.004482,0.752,Heron r2,0.346
181,506,0.0429,QAOA,Medium,104,ibm_torino,142,0.792,195.67,Online,0.001228,0.020117,0.942,Heron r1,0.339
176,558,0.0355,Grover,Low,109,ibm_brisbane,75,0.977,47.81,Online,0.00073,0.003049,0.984,Eagle r3,0.49
168,953,0.0325,BellState,High,448,ibm_torino,268,0.939,297.03,Online,0.001153,0.019725,0.904,Heron r1,0.482
17,1138,0.039,BellState,Low,230,ibm_brisbane,192,0.751,175.27,Online,0.00071,0.003102,0.834,Eagle r3,0.366
23,419,0.0056,BellState,Low,84,ibm_torino,314,0.833,361.94,Online,0.001169,0.020582,0.985,Heron r1,0.826
149,1225,0.0252,QAOA,Low,337,ibm_torino,363,0.818,599.1,Online,0.001148,0.019942,0.857,Heron r1,0.536
65,1634,0.0455,Grover,Medium,465,ibm_fez,189,0.832,183.35,Online,0.001363,0.004513,0.823,Heron r2,0.301
66,162,0.0399,VQE,Low,503,ibm_brisbane,83,0.904,155.93,Online,0.000672,0.003061,0.8,Eagle r3,0.411
115,1671,0.002,QAOA,Low,338,ibm_pittsburgh,365,0.972,359.76,Online,0.000815,0.00475,0.964,Heron r3,0.887
26,565,0.0432,VQE,Low,69,ibm_kingston,177,0.865,259.78,Online,0.000945,0.003529,0.883,Heron r2,0.337
94,332,0.044,Grover,High,439,ibm_marrakesh,41,0.801,69.22,Online,0.00091,0.003327,0.801,Heron r2,0.347
76,908,0.0017,BellState,Low,559,ibm_pittsburgh,313,0.792,534.07,Online,0.000769,0.004734,0.818,Heron r3,0.867
157,646,0.0239,Grover,High,305,ibm_brisbane,112,0.901,216.79,Online,0.000686,0.003125,0.946,Eagle r3,0.627
182,835,0.0357,BellState,Low,289,ibm_pittsburgh,130,0.962,122.19,Online,0.000746,0.004574,0.75,Heron r3,0.471
75,926,0.0392,QAOA,Low,88,ibm_kingston,150,0.944,272.15,Online,0.001013,0.00358,0.76,Heron r2,0.417
186,678,0.0442,Grover,Medium,191,ibm_fez,296,0.954,570.84,Online,0.001286,0.004548,0.948,Heron r2,0.316
178,762,0.0066,QuantumFourier,Low,515,ibm_marrakesh,81,0.873,61.99,Online,0.000946,0.003138,0.789,Heron r2,0.875
180,566,0.0088,QAOA,Medium,449,ibm_pittsburgh,95,0.956,47.88,Online,0.000766,0.004694,0.956,Heron r3,0.855
91,635,0.0215,Grover,High,132,ibm_marrakesh,263,0.793,174.7,Online,0.000985,0.003153,0.848,Heron r2,0.606
186,1604,0.0159,VQE,Low,296,ibm_brisbane,377,0.84,396.56,Online,0.000689,0.003095,0.745,Eagle r3,0.661
166,1258,0.0409,Grover,Medium,295,ibm_torino,394,0.764,234.78,Online,0.00116,0.02073,0.982,Heron r1,0.298
14,1896,0.0319,BellState,Low,550,ibm_pittsburgh,98,0.871,136.8,Online,0.000781,0.004596,0.775,Heron r3,0.514
58,703,0.0473,QuantumFourier,High,124,ibm_fez,212,0.879,206.2,Online,0.001292,0.004777,0.875,Heron r2,0.279
164,1244,0.0036,VQE,Low,567,ibm_fez,3,0.931,6.0,Online,0.001323,0.004713,0.735,Heron r2,0.954
137,1123,0.0475,QuantumFourier,Low,544,ibm_marrakesh,278,0.891,539.39,Online,0.00093,0.003163,0.959,Heron r2,0.257
29,1934,0.0133,QAOA,Low,583,ibm_kingston,363,0.913,437.6,Online,0.001018,0.003879,0.821,Heron r2,0.72
18,802,0.0036,BellState,Medium,362,ibm_torino,198,0.821,105.69,Online,0.001197,0.020564,0.804,Heron r1,0.881
11,1935,0.0163,QuantumFourier,Medium,581,ibm_kingston,96,0.921,109.85,Online,0.000986,0.003618,0.778,Heron r2,0.746
52,798,0.0114,QAOA,Medium,38,ibm_kingston,323,0.941,511.72,Online,0.000998,0.003834,0.78,Heron r2,0.762
20,1097,0.0116,BellState,High,518,ibm_brisbane,345,0.917,533.7,Online,0.000674,0.003136,0.767,Eagle r3,0.744
145,1480,0.0408,VQE,High,334,ibm_fez,253,0.841,196.96,Online,0.001296,0.004681,0.736,Heron r2,0.352
10,1582,0.0193,BellState,High,547,ibm_kingston,243,0.819,160.8,Online,0.001024,0.003667,0.761,Heron r2,0.647
59,394,0.0232,BellState,Medium,194,ibm_fez,100,0.792,95.08,Online,0.00129,0.004394,0.79,Heron r2,0.627
49,560,0.0431,QAOA,Low,170,ibm_pittsburgh,154,0.792,225.88,Online,0.000791,0.004827,0.767,Heron r3,0.328
193,658,0.007,QAOA,High,304,ibm_fez,82,0.854,82.59,Online,0.001316,0.004608,0.882,Heron r2,0.871
184,1858,0.0452,BellState,Medium,375,ibm_kingston,301,0.861,473.76,Online,0.00098,0.003873,0.882,Heron r2,0.278
102,1356,0.0312,QuantumFourier,Low,588,ibm_fez,363,0.822,375.41,Online,0.001268,0.004533,0.955,Heron r2,0.455
71,1821,0.0291,VQE,Medium,508,ibm_brisbane,337,0.965,373.84,Online,0.000667,0.002853,0.938,Eagle r3,0.511
135,1931,0.0066,QuantumFourier,High,265,ibm_pittsburgh,55,0.798,40.33,Online,0.000758,0.004379,0.883,Heron r3,0.864
34,1562,0.0137,QuantumFourier,High,555,ibm_fez,132,0.76,126.95,Online,0.001332,0.00478,0.832,Heron r2,0.746
128,943,0.0157,QuantumFourier,High,325,ibm_fez,14,0.908,24.18,Online,0.001328,0.004809,0.965,Heron r2,0.777
54,1562,0.0297,QAOA,Medium,216,ibm_marrakesh,329,0.828,369.83,Online,0.000997,0.003346,0.721,Heron r2,0.482
114,814,0.0326,QAOA,High,214,ibm_brisbane,51,0.773,81.9,Online,0.000732,0.002855,0.706,Eagle r3,0.496
129,1510,0.0474,VQE,Low,200,ibm_pittsburgh,71,0.84,87.65,Online,0.00079,0.004598,0.726,Heron r3,0.298
193,1388,0.0197,QuantumFourier,High,65,ibm_pittsburgh,372,0.879,690.95,Online,0.000791,0.004808,0.831,Heron r3,0.618
26,597,0.0039,VQE,Medium,184,ibm_marrakesh,274,0.833,161.48,Online,0.000904,0.003118,0.879,Heron r2,0.856
63,760,0.0083,VQE,High,301,ibm_pittsburgh,58,0.923,65.06,Online,0.000762,0.004608,0.706,Heron r3,0.865
52,1511,0.0277,BellState,Medium,467,ibm_kingston,43,0.967,57.18,Online,0.001018,0.003551,0.967,Heron r2,0.609
110,1770,0.0322,QuantumFourier,High,116,ibm_marrakesh,235,0.877,284.94,Online,0.000953,0.003082,0.958,Heron r2,0.479
144,200,0.0422,Grover,Medium,233,ibm_brisbane,384,0.825,498.76,Online,0.000669,0.003118,0.976,Eagle r3,0.288
188,160,0.0298,QuantumFourier,Low,265,ibm_fez,32,0.936,46.92,Online,0.001315,0.004476,0.912,Heron r2,0.58
11,1490,0.0353,VQE,Medium,220,ibm_marrakesh,123,0.79,173.98,Online,0.000957,0.003075,0.957,Heron r2,0.446
124,1111,0.0153,VQE,Low,363,ibm_brisbane,200,0.884,129.49,Online,0.000718,0.003039,0.754,Eagle r3,0.723
50,321,0.0351,BellState,High,83,ibm_fez,118,0.812,61.03,Online,0.001365,0.004643,0.727,Heron r2,0.461
56,411,0.0138,BellState,Medium,434,ibm_fez,141,0.829,163.6,Online,0.001279,0.004402,0.73,Heron r2,0.755
156,255,0.046,BellState,High,533,ibm_torino,136,0.846,146.02,Online,0.001156,0.020246,0.945,Heron r1,0.307
81,1467,0.0225,Grover,High,89,ibm_brisbane,396,0.938,539.54,Online,0.00068,0.003076,0.762,Eagle r3,0.583
109,1787,0.0412,Grover,Low,347,ibm_brisbane,78,0.939,111.28,Online,0.000719,0.003029,0.906,Eagle r3,0.402
18,248,0.0328,QuantumFourier,Medium,253,ibm_kingston,109,0.826,133.91,Online,0.001027,0.003794,0.979,Heron r2,0.493
21,1307,0.0487,BellState,Low,474,ibm_kingston,295,0.81,378.11,Online,0.000967,0.003693,0.896,Heron r2,0.22
140,660,0.0314,BellState,Low,349,ibm_kingston,219,0.771,140.99,Online,0.000975,0.003832,0.925,Heron r2,0.474
20,1801,0.03,Grover,Medium,370,ibm_fez,304,0.881,153.26,Online,0.001352,0.004389,0.812,Heron r2,0.499
170,1405,0.0049,BellState,Low,378,ibm_fez,29,0.837,25.7,Online,0.001325,0.004816,0.931,Heron r2,0.91
127,1386,0.0431,Grover,Medium,586,ibm_marrakesh,44,0.966,58.22,Online,0.000946,0.003082,0.897,Heron r2,0.392
192,1069,0.0352,BellState,Medium,522,ibm_brisbane,81,0.867,74.11,Online,0.000681,0.003009,0.812,Eagle r3,0.47
30,1971,0.0017,QAOA,Medium,191,ibm_pittsburgh,120,0.863,150.14,Online,0.000757,0.004718,0.832,Heron r3,0.929
80,1868,0.0458,QuantumFourier,Low,462,ibm_marrakesh,365,0.762,657.58,Online,0.000909,0.003281,0.971,Heron r2,0.233
194,1362,0.0334,QAOA,High,191,ibm_torino,125,0.959,70.95,Online,0.001209,0.019856,0.891,Heron r1,0.51
169,1037,0.0442,VQE,Medium,144,ibm_pittsburgh,161,0.89,205.89,Online,0.000746,0.00455,0.771,Heron r3,0.329
41,1911,0.0125,Grover,High,492,ibm_marrakesh,336,0.894,191.9,Online,0.000935,0.003265,0.838,Heron r2,0.733
127,709,0.021,BellState,Low,359,ibm_marrakesh,186,0.83,117.92,Online,0.000963,0.003048,0.988,Heron r2,0.639
176,1988,0.0321,BellState,Medium,258,ibm_fez,72,0.784,61.74,Online,0.001289,0.004372,0.957,Heron r2,0.507
50,1666,0.0499,Grover,Low,390,ibm_kingston,252,0.932,331.18,Online,0.000979,0.00374,0.758,Heron r2,0.238
91,1781,0.0066,QAOA,Low,449,ibm_pittsburgh,81,0.887,51.71,Online,0.000811,0.004556,0.859,Heron r3,0.876
108,1786,0.0016,QAOA,High,196,ibm_pittsburgh,342,0.929,204.42,Online,0.000804,0.004372,0.919,Heron r3,0.889
32,1681,0.0304,QAOA,Medium,147,ibm_pittsburgh,188,0.759,208.41,Online,0.000762,0.004686,0.801,Heron r3,0.49
47,1700,0.0062,Grover,Low,412,ibm_torino,150,0.978,200.43,Online,0.001169,0.020517,0.949,Heron r1,0.888
159,1085,0.0329,VQE,High,323,ibm_kingston,392,0.866,388.11,Online,0.001017,0.003792,0.96,Heron r2,0.429
91,1825,0.0175,VQE,Low,46,ibm_pittsburgh,382,0.857,457.8,Online,0.000807,0.004534,0.775,Heron r3,0.642
153,1680,0.0236,QAOA,Low,57,ibm_fez,299,0.959,303.74,Online,0.001314,0.00443,0.781,Heron r2,0.605
80,995,0.0417,VQE,High,453,ibm_pittsburgh,111,0.784,143.94,Online,0.000787,0.004823,0.741,Heron r3,0.356
10,1279,0.0188,VQE,Medium,588,ibm_pittsburgh,237,0.859,321.57,Online,0.000804,0.004527,0.844,Heron r3,0.661
160,1834,0.0064,QuantumFourier,Medium,158,ibm_kingston,301,0.978,321.7,Online,0.00095,0.003865,0.98,Heron r2,0.844
30,1213,0.0261,VQE,Medium,206,ibm_pittsburgh,342,0.96,333.78,Online,0.000795,0.004454,0.718,Heron r3,0.552
199,1953,0.0405,Grover,High,166,ibm_pittsburgh,246,0.754,142.05,Online,0.000819,0.004782,0.902,Heron r3,0.334
197,428,0.0209,Grover,High,426,ibm_pittsburgh,4,0.915,3.15,Online,0.000766,0.004759,0.779,Heron r3,0.7
192,1425,0.0332,BellState,High,309,ibm_kingston,204,0.766,287.41,Online,0.000957,0.003695,0.825,Heron r2,0.451
154,703,0.0017,BellState,Low,225,ibm_fez,380,0.835,291.72,Online,0.001281,0.004527,0.896,Heron r2,0.866
28,524,0.0087,Grover,Low,452,ibm_kingston,262,0.897,367.6,Online,0.000954,0.003517,0.977,Heron r2,0.805
101,1027,0.0164,Grover,Medium,580,ibm_marrakesh,144,0.771,207.13,Online,0.000984,0.00309,0.781,Heron r2,0.702
95,578,0.0145,VQE,Medium,455,ibm_brisbane,155,0.892,82.67,Online,0.000685,0.002929,0.89,Eagle r3,0.746
10,418,0.0239,QAOA,Low,295,ibm_pittsburgh,127,0.925,96.65,Online,0.000785,0.004545,0.705,Heron r3,0.63
159,335,0.0157,QuantumFourier,Medium,524,ibm_fez,68,0.797,43.17,Online,0.001236,0.004431,0.965,Heron r2,0.74
168,1746,0.0076,VQE,Medium,367,ibm_fez,137,0.787,158.79,Online,0.001257,0.004592,0.918,Heron r2,0.834
27,1302,0.0198,QuantumFourier,Low,110,ibm_marrakesh,160,0.758,292.0,Online,0.000993,0.003214,0.988,Heron r2,0.648
130,1152,0.026,Grover,Medium,540,ibm_brisbane,250,0.911,458.56,Online,0.000707,0.003096,0.707,Eagle r3,0.566
49,1229,0.008,VQE,High,390,ibm_pittsburgh,145,0.903,231.54,Online,0.000791,0.004725,0.738,Heron r3,0.843
37,478,0.0175,QuantumFourier,Low,495,ibm_pittsburgh,219,0.864,126.33,Online,0.000772,0.004531,0.736,Heron r3,0.684
154,995,0.0246,BellState,Medium,484,ibm_kingston,378,0.927,674.59,Online,0.001028,0.003849,0.77,Heron r2,0.561
126,334,0.0078,BellState,High,308,ibm_torino,399,0.815,341.78,Online,0.001193,0.020018,0.955,Heron r1,0.771
69,431,0.0271,BellState,High,473,ibm_torino,180,0.756,213.71,Online,0.001249,0.019935,0.82,Heron r1,0.544
162,1669,0.0287,VQE,High,127,ibm_kingston,261,0.961,325.73,Online,0.000956,0.003527,0.862,Heron r2,0.539
78,1793,0.0384,QAOA,Medium,405,ibm_pittsburgh,217,0.894,147.78,Online,0.000742,0.004549,0.7,Heron r3,0.397
26,150,0.0351,BellState,Medium,291,ibm_pittsburgh,364,0.932,277.2,Online,0.000773,0.004808,0.977,Heron r3,0.415
184,1785,0.0428,QAOA,High,190,ibm_marrakesh,103,0.872,201.68,Online,0.000958,0.003189,0.876,Heron r2,0.363
45,1380,0.0051,QuantumFourier,Medium,282,ibm_pittsburgh,179,0.835,145.71,Online,0.000789,0.00454,0.841,Heron r3,0.862
158,174,0.011,QuantumFourier,Medium,333,ibm_pittsburgh,61,0.978,114.22,Online,0.000819,0.004483,0.953,Heron r3,0.838
115,272,0.0444,Grover,Low,497,ibm_marrakesh,24,0.804,44.23,Online,0.000942,0.00334,0.905,Heron r2,0.346
159,593,0.0259,QuantumFourier,Low,146,ibm_kingston,198,0.769,335.46,Online,0.000951,0.00354,0.852,Heron r2,0.555
77,225,0.0251,QAOA,Medium,518,ibm_kingston,99,0.779,88.38,Online,0.000941,0.003868,0.765,Heron r2,0.593
36,813,0.0127,BellState,Low,360,ibm_torino,71,0.761,59.12,Online,0.001251,0.019968,0.892,Heron r1,0.774
21,994,0.046,QuantumFourier,Low,43,ibm_kingston,118,0.895,163.17,Online,0.000959,0.003593,0.746,Heron r2,0.319
72,175,0.0397,QuantumFourier,High,402,ibm_pittsburgh,80,0.893,50.17,Online,0.000744,0.004786,0.702,Heron r3,0.413
78,540,0.0067,QAOA,Medium,482,ibm_brisbane,140,0.817,252.16,Online,0.000669,0.002944,0.881,Eagle r3,0.844
153,1899,0.0163,QAOA,Low,87,ibm_fez,139,0.96,170.12,Online,0.001283,0.0044,0.929,Heron r2,0.747
132,1735,0.0359,Grover,Medium,497,ibm_kingston,127,0.904,176.79,Online,0.001017,0.003811,0.806,Heron r2,0.461
110,482,0.0414,Grover,Low,598,ibm_pittsburgh,47,0.968,43.49,Online,0.000797,0.004406,0.944,Heron r3,0.413
194,244,0.0204,QAOA,Low,43,ibm_pittsburgh,245,0.892,236.27,Online,0.000758,0.004446,0.855,Heron r3,0.642
181,1512,0.0197,Grover,High,563,ibm_brisbane,210,0.977,224.64,Online,0.000732,0.002966,0.77,Eagle r3,0.677
176,188,0.0115,Grover,Medium,78,ibm_kingston,398,0.96,415.32,Online,0.001021,0.003639,0.838,Heron r2,0.746
129,1628,0.0442,BellState,High,473,ibm_pittsburgh,227,0.975,206.06,Online,0.000795,0.004487,0.778,Heron r3,0.331
41,606,0.0191,QuantumFourier,High,230,ibm_marrakesh,67,0.777,83.95,Online,0.000948,0.003115,0.953,Heron r2,0.685
197,871,0.0276,QAOA,Low,557,ibm_fez,146,0.866,179.78,Online,0.001303,0.00468,0.785,Heron r2,0.569
17,701,0.0401,QuantumFourier,Low,74,ibm_torino,269,0.964,403.8,Online,0.001184,0.020127,0.88,Heron r1,0.381
125,1438,0.0104,VQE,Medium,163,ibm_kingston,118,0.759,178.14,Online,0.000998,0.003727,0.802,Heron r2,0.791
154,1633,0.0468,BellState,High,280,ibm_torino,53,0.96,100.28,Online,0.001149,0.019545,0.977,Heron r1,0.34
109,1060,0.0335,VQE,High,319,ibm_marrakesh,228,0.764,372.35,Online,0.000967,0.003289,0.872,Heron r2,0.44
68,1090,0.0148,BellState,Low,302,ibm_pittsburgh,397,0.769,492.1,Online,0.000815,0.004819,0.757,Heron r3,0.659
165,826,0.0339,QuantumFourier,Low,465,ibm_brisbane,391,0.809,450.7,Online,0.000701,0.003099,0.88,Eagle r3,0.399
17,1614,0.0403,QAOA,Low,202,ibm_marrakesh,228,0.825,409.85,Online,0.000934,0.003302,0.793,Heron r2,0.357
10,1874,0.0221,Grover,High,251,ibm_brisbane,53,0.925,54.75,Online,0.000697,0.003117,0.889,Eagle r3,0.672
46,1516,0.0225,Grover,High,332,ibm_kingston,243,0.915,475.76,Online,0.000932,0.003646,0.942,Heron r2,0.62
115,494,0.0024,QuantumFourier,Low,354,ibm_marrakesh,225,0.82,269.85,Online,0.000967,0.003075,0.836,Heron r2,0.888
80,1699,0.0042,QuantumFourier,Medium,562,ibm_marrakesh,4,0.837,2.04,Online,0.000945,0.003223,0.923,Heron r2,0.921
12,474,0.001,QAOA,Low,192,ibm_torino,246,0.769,422.97,Online,0.001145,0.020614,0.918,Heron r1,0.89
116,802,0.0053,QuantumFourier,High,578,ibm_brisbane,358,0.93,568.51,Online,0.000674,0.002863,0.892,Eagle r3,0.832
43,796,0.0383,BellState,High,435,ibm_fez,160,0.878,116.06,Online,0.001349,0.004419,0.977,Heron r2,0.418
105,528,0.0478,QuantumFourier,Low,155,ibm_fez,300,0.771,154.03,Online,0.001247,0.004781,0.782,Heron r2,0.227
81,1714,0.009,VQE,Low,425,ibm_brisbane,89,0.862,152.31,Online,0.000675,0.002968,0.802,Eagle r3,0.834
167,184,0.0209,QAOA,Medium,559,ibm_kingston,283,0.844,474.81,Online,0.00099,0.003876,0.899,Heron r2,0.619
99,1188,0.0365,Grover,Medium,415,ibm_brisbane,312,0.921,564.47,Online,0.000714,0.003081,0.874,Eagle r3,0.405
49,620,0.0262,Grover,High,282,ibm_brisbane,303,0.87,573.87,Online,0.000723,0.003041,0.764,Eagle r3,0.542
195,1696,0.0096,VQE,High,242,ibm_marrakesh,182,0.929,324.3,Online,0.000979,0.003185,0.89,Heron r2,0.82
137,205,0.0377,QAOA,High,412,ibm_fez,210,0.918,295.31,Online,0.001283,0.004419,0.771,Heron r2,0.421
57,477,0.0186,BellState,Medium,518,ibm_brisbane,190,0.917,121.57,Online,0.000687,0.003,0.753,Eagle r3,0.685
117,180,0.0127,QuantumFourier,Low,101,ibm_torino,56,0.918,88.5,Online,0.00114,0.019629,0.796,Heron r1,0.808
55,280,0.029,QuantumFourier,Low,145,ibm_pittsburgh,190,0.794,182.12,Online,0.000779,0.004541,0.778,Heron r3,0.516
60,157,0.0436,Grover,High,344,ibm_marrakesh,75,0.96,46.61,Online,0.000952,0.003314,0.734,Heron r2,0.376
146,825,0.0021,VQE,Medium,392,ibm_torino,279,0.864,185.34,Online,0.001174,0.019988,0.939,Heron r1,0.89
24,220,0.0315,Grover,Medium,95,ibm_kingston,227,0.949,186.93,Online,0.001024,0.003728,0.87,Heron r2,0.506
91,646,0.0128,QuantumFourier,High,196,ibm_fez,367,0.885,381.14,Online,0.001294,0.004394,0.717,Heron r2,0.724
92,317,0.02,BellState,Low,154,ibm_fez,200,0.959,332.98,Online,0.001297,0.004544,0.889,Heron r2,0.68
168,740,0.0128,QAOA,High,456,ibm_marrakesh,360,0.753,642.72,Online,0.000984,0.003281,0.972,Heron r2,0.695
77,1507,0.0462,BellState,Medium,225,ibm_kingston,332,0.914,273.4,Online,0.001011,0.003691,0.855,Heron r2,0.267
163,258,0.0146,QuantumFourier,Medium,597,ibm_torino,126,0.823,122.58,Online,0.001146,0.019124,0.802,Heron r1,0.745
43,1511,0.0199,QAOA,Low,491,ibm_fez,316,0.804,265.36,Online,0.001344,0.004377,0.986,Heron r2,0.622
87,1647,0.0212,QuantumFourier,High,481,ibm_fez,259,0.801,185.8,Online,0.001324,0.004514,0.86,Heron r2,0.617
142,943,0.0291,BellState,Medium,414,ibm_brisbane,155,0.96,296.79,Online,0.000683,0.002967,0.748,Eagle r3,0.555
50,639,0.0357,QuantumFourier,High,103,ibm_torino,306,0.965,297.73,Online,0.001171,0.020348,0.847,Heron r1,0.433
77,1953,0.0065,VQE,Low,465,ibm_torino,56,0.921,31.78,Online,0.001257,0.0208,0.982,Heron r1,0.897
117,1158,0.0113,VQE,High,199,ibm_marrakesh,293,0.922,579.49,Online,0.000949,0.003056,0.774,Heron r2,0.766
197,1798,0.0311,QuantumFourier,High,95,ibm_torino,223,0.958,184.88,Online,0.001237,0.020519,0.889,Heron r1,0.518
139,929,0.0057,VQE,Low,374,ibm_fez,217,0.827,265.23,Online,0.001248,0.004796,0.971,Heron r2,0.849
33,1281,0.0288,BellState,Low,448,ibm_fez,109,0.899,73.16,Online,0.001263,0.00439,0.837,Heron r2,0.567
125,359,0.0308,BellState,Low,34,ibm_pittsburgh,296,0.845,358.37,Online,0.000759,0.004373,0.944,Heron r3,0.474
83,1759,0.0096,QuantumFourier,High,418,ibm_brisbane,251,0.979,191.26,Online,0.000675,0.002872,0.826,Eagle r3,0.808
134,754,0.0429,QuantumFourier,Medium,284,ibm_fez,180,0.831,94.76,Online,0.001245,0.004745,0.81,Heron r2,0.338
146,582,0.0329,VQE,Medium,50,ibm_brisbane,381,0.953,509.19,Online,0.000673,0.003112,0.926,Eagle r3,0.444
20,784,0.0476,QAOA,Low,276,ibm_kingston,105,0.875,206.87,Online,0.00095,0.003567,0.77,Heron r2,0.296
192,1654,0.0279,QAOA,Medium,88,ibm_fez,200,0.791,209.36,Online,0.001359,0.004684,0.796,Heron r2,0.537
59,1707,0.0439,VQE,Low,451,ibm_fez,321,0.936,608.76,Online,0.001332,0.004745,0.743,Heron r2,0.311
100,1021,0.033,Grover,Medium,450,ibm_kingston,130,0.91,217.51,Online,0.000981,0.003673,0.987,Heron r2,0.501
14,816,0.0333,QAOA,Medium,528,ibm_brisbane,329,0.884,427.55,Online,0.00072,0.003098,0.773,Eagle r3,0.438
102,1879,0.0063,Grover,Low,425,ibm_pittsburgh,350,0.768,268.69,Online,0.000761,0.004763,0.973,Heron r3,0.789
190,529,0.0243,Grover,Medium,64,ibm_kingston,44,0.78,76.69,Online,0.000975,0.003653,0.967,Heron r2,0.618
186,911,0.0236,QuantumFourier,Medium,585,ibm_marrakesh,339,0.784,648.02,Online,0.000965,0.003131,0.781,Heron r2,0.555
194,168,0.0439,Grover,High,96,ibm_pittsburgh,303,0.756,191.72,Online,0.000761,0.004527,0.929,Heron r3,0.272
158,675,0.0375,Grover,Medium,48,ibm_marrakesh,380,0.901,222.99,Online,0.00096,0.003104,0.93,Heron r2,0.374
99,679,0.0192,BellState,High,124,ibm_fez,381,0.857,425.65,Online,0.001316,0.004448,0.828,Heron r2,0.626
114,150,0.0269,BellState,High,234,ibm_pittsburgh,227,0.777,124.17,Online,0.000776,0.004425,0.79,Heron r3,0.533
39,700,0.0146,VQE,Medium,229,ibm_brisbane,323,0.875,447.71,Online,0.000727,0.003038,0.764,Eagle r3,0.7
179,1890,0.0356,BellState,High,375,ibm_kingston,77,0.82,65.4,Online,0.000982,0.003573,0.953,Heron r2,0.46
76,1667,0.0481,QAOA,Low,529,ibm_fez,118,0.78,153.69,Online,0.001287,0.004515,0.842,Heron r2,0.271
106,1185,0.0421,VQE,Low,265,ibm_brisbane,93,0.77,59.75,Online,0.000668,0.003034,0.736,Eagle r3,0.351
